angry,disgust,fear,happy,sad,surprise,neutral
0.037126194685697556,7.101504888851196e-05,0.07093293219804764,0.06808409839868546,0.17962881922721863,0.15629005432128906,0.858406662940979
0.09133662283420563,8.404190157307312e-05,0.10639181733131409,0.06812441349029541,0.20594772696495056,0.06679998338222504,0.8002779483795166
0.06962822377681732,4.163557241554372e-05,0.04305661842226982,0.06416138261556625,0.1511307805776596,0.06577547639608383,0.8504534959793091
0.032651618123054504,6.1438673583325e-05,0.03152366727590561,0.03484034165740013,0.13405543565750122,0.029097136110067368,0.9061553478240967
0.04002338647842407,9.50629182625562e-05,0.03624621406197548,0.11540726572275162,0.13143609464168549,0.2216125726699829,0.857416033744812
0.06214490532875061,4.341651947470382e-05,0.045532189309597015,0.04746510460972786,0.14327576756477356,0.10843272507190704,0.8596341013908386
0.05739021301269531,6.480716547230259e-05,0.06957458704710007,0.060544904321432114,0.23961371183395386,0.041058313101530075,0.8330361843109131
0.05161558464169502,7.121399539755657e-05,0.06986681371927261,0.02793997898697853,0.23626914620399475,0.05460892990231514,0.8465231657028198
0.09081242978572845,0.00018552638357505202,0.08616885542869568,0.060688260942697525,0.3795986771583557,0.0459933839738369,0.749876856803894
0.0635552704334259,4.8073401558212936e-05,0.07075539231300354,0.05735272914171219,0.17773029208183289,0.029371680691838264,0.8494436144828796
0.05558218061923981,8.014645572984591e-05,0.021502776071429253,0.06774743646383286,0.15282361209392548,0.042705271393060684,0.8686427474021912
0.06014090031385422,6.855528772575781e-05,0.04989203065633774,0.027805663645267487,0.25886669754981995,0.04689284414052963,0.8342124819755554
0.06222996115684509,5.8234734751749784e-05,0.047911033034324646,0.0429452545940876,0.20768779516220093,0.04325222596526146,0.8460960388183594
0.05576789006590843,2.9952341719763353e-05,0.02702140063047409,0.04930833727121353,0.18007126450538635,0.031590864062309265,0.8644809722900391
0.11219194531440735,0.00015050609363242984,0.056559689342975616,0.0398537814617157,0.23193028569221497,0.04192999377846718,0.7876452207565308
0.026076801121234894,2.8225207643117756e-05,0.09339971095323563,0.08752495795488358,0.3470098376274109,0.05646882951259613,0.8167266845703125
0.03672507405281067,2.4518796635675244e-05,0.061387769877910614,0.03186656907200813,0.21100524067878723,0.024852074682712555,0.8734176754951477
0.05280158668756485,6.107955414336175e-05,0.06613295525312424,0.09923849999904633,0.18876926600933075,0.07537288963794708,0.8415822982788086
0.055918190628290176,0.00015354860806837678,0.03978263586759567,0.05962343141436577,0.1740739941596985,0.0590786449611187,0.8587502241134644
0.09639498591423035,0.000159561779582873,0.048819951713085175,0.040720414370298386,0.24299484491348267,0.03552085533738136,0.8013460040092468
